measured_on,ambient_temperature_o_149575,wind_speed_o_149576,wind_direction_o_149577
2020-01-01 00:00:00,44.3,2.3,196.0
2020-01-01 00:15:00,44.3,2.3,196.0
2020-01-01 00:30:00,44.3,2.3,196.0
2020-01-01 00:45:00,44.3,2.3,196.0
2020-01-01 01:00:00,43.6,2.1,290.0
2020-01-01 01:15:00,43.6,2.1,290.0
2020-01-01 01:30:00,43.6,2.1,290.0
2020-01-01 01:45:00,43.6,2.1,290.0
2020-01-01 02:00:00,44.3,2.4,75.0
2020-01-01 02:15:00,44.3,2.4,75.0
2020-01-01 02:30:00,44.3,2.4,75.0
2020-01-01 02:45:00,44.3,2.4,75.0
2020-01-01 03:00:00,44.4,2.2,197.0
2020-01-01 03:15:00,44.4,2.2,197.0
2020-01-01 03:30:00,44.4,2.2,197.0
2020-01-01 03:45:00,44.4,2.2,197.0
2020-01-01 04:00:00,43.7,1.9,21.0
2020-01-01 04:15:00,43.7,1.9,21.0
2020-01-01 04:30:00,43.7,1.9,21.0
2020-01-01 04:45:00,43.7,1.9,21.0
2020-01-01 05:00:00,44.2,2.6,38.0
2020-01-01 05:15:00,44.2,2.6,38.0
2020-01-01 05:30:00,44.2,2.6,38.0
2020-01-01 05:45:00,44.2,2.6,38.0
2020-01-01 06:00:00,44.5,1.8,202.0
2020-01-01 06:15:00,44.5,1.8,202.0
2020-01-01 06:30:00,44.5,1.8,202.0
2020-01-01 06:45:00,44.5,1.8,202.0
2020-01-01 07:00:00,42.5,2.3,241.0
2020-01-01 07:15:00,42.5,2.3,241.0
2020-01-01 07:30:00,42.5,2.3,241.0
2020-01-01 07:45:00,42.5,2.3,241.0
2020-01-01 08:00:00,44.8,4.9,350.0
2020-01-01 08:15:00,44.8,4.9,350.0
2020-01-01 08:30:00,44.8,4.9,350.0
2020-01-01 08:45:00,44.8,4.9,350.0
2020-01-01 09:00:00,49.5,1.9,3.0
2020-01-01 09:15:00,49.5,1.9,3.0
2020-01-01 09:30:00,49.5,1.9,3.0
2020-01-01 09:45:00,49.5,1.9,3.0
2020-01-01 10:00:00,49.7,2.6,72.0
2020-01-01 10:15:00,49.7,2.6,72.0
2020-01-01 10:30:00,49.7,2.6,72.0
2020-01-01 10:45:00,49.7,2.6,72.0
2020-01-01 11:00:00,52.0,4.6,1.0
2020-01-01 11:15:00,52.0,4.6,1.0
2020-01-01 11:30:00,52.0,4.6,1.0
2020-01-01 11:45:00,52.0,4.6,1.0
2020-01-01 12:00:00,52.8,6.9,1.0
2020-01-01 12:15:00,52.8,6.9,1.0
2020-01-01 12:30:00,52.8,6.9,1.0
2020-01-01 12:45:00,52.8,6.9,1.0
2020-01-01 13:00:00,53.7,4.0,357.0
2020-01-01 13:15:00,53.7,4.0,357.0
2020-01-01 13:30:00,53.7,4.0,357.0
2020-01-01 13:45:00,53.7,4.0,357.0
2020-01-01 14:00:00,56.3,2.4,36.0
2020-01-01 14:15:00,56.3,2.4,36.0
2020-01-01 14:30:00,56.3,2.4,36.0
2020-01-01 14:45:00,56.3,2.4,36.0
2020-01-01 15:00:00,54.6,2.6,206.0
2020-01-01 15:15:00,54.6,2.6,206.0
2020-01-01 15:30:00,54.6,2.6,206.0
2020-01-01 15:45:00,54.6,2.6,206.0
2020-01-01 16:00:00,52.3,2.1,147.0
2020-01-01 16:15:00,52.3,2.1,147.0
2020-01-01 16:30:00,52.3,2.1,147.0
2020-01-01 16:45:00,52.3,2.1,147.0
2020-01-01 17:00:00,49.1,2.1,222.0
2020-01-01 17:15:00,49.1,2.1,222.0
2020-01-01 17:30:00,49.1,2.1,222.0
2020-01-01 17:45:00,49.1,2.1,222.0
2020-01-01 18:00:00,46.8,1.7,79.0
2020-01-01 18:15:00,46.8,1.7,79.0
2020-01-01 18:30:00,46.8,1.7,79.0
2020-01-01 18:45:00,46.8,1.7,79.0
2020-01-01 19:00:00,45.6,3.3,228.0
2020-01-01 19:15:00,45.6,3.3,228.0
2020-01-01 19:30:00,45.6,3.3,228.0
2020-01-01 19:45:00,45.6,3.3,228.0
2020-01-01 20:00:00,44.4,3.0,211.0
2020-01-01 20:15:00,44.4,3.0,211.0
2020-01-01 20:30:00,44.4,3.0,211.0
2020-01-01 20:45:00,44.4,3.0,211.0
2020-01-01 21:00:00,42.2,1.8,187.0
2020-01-01 21:15:00,42.2,1.8,187.0
2020-01-01 21:30:00,42.2,1.8,187.0
2020-01-01 21:45:00,42.2,1.8,187.0
2020-01-01 22:00:00,41.4,2.9,278.0
2020-01-01 22:15:00,41.4,2.9,278.0
2020-01-01 22:30:00,41.4,2.9,278.0
2020-01-01 22:45:00,41.4,2.9,278.0
2020-01-01 23:00:00,40.9,1.5,241.0
2020-01-01 23:15:00,40.9,1.5,241.0
2020-01-01 23:30:00,40.9,1.5,241.0
2020-01-01 23:45:00,40.9,1.5,241.0
2020-01-02 00:00:00,39.1,2.2,196.0
2020-01-02 00:15:00,39.1,2.2,196.0
2020-01-02 00:30:00,39.1,2.2,196.0
2020-01-02 00:45:00,39.1,2.2,196.0
2020-01-02 01:00:00,39.2,3.6,215.0
2020-01-02 01:15:00,39.2,3.6,215.0
2020-01-02 01:30:00,39.2,3.6,215.0
2020-01-02 01:45:00,39.2,3.6,215.0
2020-01-02 02:00:00,39.0,3.0,208.0
2020-01-02 02:15:00,39.0,3.0,208.0
2020-01-02 02:30:00,39.0,3.0,208.0
2020-01-02 02:45:00,39.0,3.0,208.0
2020-01-02 03:00:00,39.1,1.7,218.0
2020-01-02 03:15:00,39.1,1.7,218.0
2020-01-02 03:30:00,39.1,1.7,218.0
2020-01-02 03:45:00,39.1,1.7,218.0
2020-01-02 04:00:00,37.3,1.6,157.0
2020-01-02 04:15:00,37.3,1.6,157.0
2020-01-02 04:30:00,37.3,1.6,157.0
2020-01-02 04:45:00,37.3,1.6,157.0
2020-01-02 05:00:00,36.5,1.3,123.0
2020-01-02 05:15:00,36.5,1.3,123.0
2020-01-02 05:30:00,36.5,1.3,123.0
2020-01-02 05:45:00,36.5,1.3,123.0
2020-01-02 06:00:00,36.1,3.1,212.0
2020-01-02 06:15:00,36.1,3.1,212.0
2020-01-02 06:30:00,36.1,3.1,212.0
2020-01-02 06:45:00,36.1,3.1,212.0
2020-01-02 07:00:00,36.4,2.9,202.0
2020-01-02 07:15:00,36.4,2.9,202.0
2020-01-02 07:30:00,36.4,2.9,202.0
2020-01-02 07:45:00,36.4,2.9,202.0
2020-01-02 08:00:00,40.4,3.3,202.0
2020-01-02 08:15:00,40.4,3.3,202.0
2020-01-02 08:30:00,40.4,3.3,202.0
2020-01-02 08:45:00,40.4,3.3,202.0
2020-01-02 09:00:00,45.7,3.0,233.0
2020-01-02 09:15:00,45.7,3.0,233.0
2020-01-02 09:30:00,45.7,3.0,233.0
2020-01-02 09:45:00,45.7,3.0,233.0
2020-01-02 10:00:00,53.2,6.0,272.0
2020-01-02 10:15:00,53.2,6.0,272.0
2020-01-02 10:30:00,53.2,6.0,272.0
2020-01-02 10:45:00,53.2,6.0,272.0
2020-01-02 11:00:00,58.6,6.6,297.0
2020-01-02 11:15:00,58.6,6.6,297.0
2020-01-02 11:30:00,58.6,6.6,297.0
2020-01-02 11:45:00,58.6,6.6,297.0
2020-01-02 12:00:00,61.4,7.1,24.0
2020-01-02 12:15:00,61.4,7.1,24.0
2020-01-02 12:30:00,61.4,7.1,24.0
2020-01-02 12:45:00,61.4,7.1,24.0
2020-01-02 13:00:00,62.5,5.7,19.0
2020-01-02 13:15:00,62.5,5.7,19.0
2020-01-02 13:30:00,62.5,5.7,19.0
2020-01-02 13:45:00,62.5,5.7,19.0
2020-01-02 14:00:00,64.7,5.2,5.0
2020-01-02 14:15:00,64.7,5.2,5.0
2020-01-02 14:30:00,64.7,5.2,5.0
2020-01-02 14:45:00,64.7,5.2,5.0
2020-01-02 15:00:00,66.4,3.3,7.0
2020-01-02 15:15:00,66.4,3.3,7.0
2020-01-02 15:30:00,66.4,3.3,7.0
2020-01-02 15:45:00,66.4,3.3,7.0
2020-01-02 16:00:00,60.2,2.6,354.0
2020-01-02 16:15:00,60.2,2.6,354.0
2020-01-02 16:30:00,60.2,2.6,354.0
2020-01-02 16:45:00,60.2,2.6,354.0
2020-01-02 17:00:00,53.2,3.6,292.0
2020-01-02 17:15:00,53.2,3.6,292.0
2020-01-02 17:30:00,53.2,3.6,292.0
2020-01-02 17:45:00,53.2,3.6,292.0
2020-01-02 18:00:00,50.9,4.0,322.0
2020-01-02 18:15:00,50.9,4.0,322.0
2020-01-02 18:30:00,50.9,4.0,322.0
2020-01-02 18:45:00,50.9,4.0,322.0
2020-01-02 19:00:00,50.4,3.0,277.0
2020-01-02 19:15:00,50.4,3.0,277.0
2020-01-02 19:30:00,50.4,3.0,277.0
2020-01-02 19:45:00,50.4,3.0,277.0
2020-01-02 20:00:00,48.7,4.7,282.0
2020-01-02 20:15:00,48.7,4.7,282.0
2020-01-02 20:30:00,48.7,4.7,282.0
2020-01-02 20:45:00,48.7,4.7,282.0
2020-01-02 21:00:00,45.1,3.3,266.0
2020-01-02 21:15:00,45.1,3.3,266.0
2020-01-02 21:30:00,45.1,3.3,266.0
2020-01-02 21:45:00,45.1,3.3,266.0
2020-01-02 22:00:00,46.0,3.3,292.0
2020-01-02 22:15:00,46.0,3.3,292.0
2020-01-02 22:30:00,46.0,3.3,292.0
2020-01-02 22:45:00,46.0,3.3,292.0
2020-01-02 23:00:00,45.2,3.0,43.0
2020-01-02 23:15:00,45.2,3.0,43.0
2020-01-02 23:30:00,45.2,3.0,43.0
2020-01-02 23:45:00,45.2,3.0,43.0
2020-01-03 00:00:00,44.3,3.7,294.0
2020-01-03 00:15:00,44.3,3.7,294.0
2020-01-03 00:30:00,44.3,3.7,294.0
2020-01-03 00:45:00,44.3,3.7,294.0
2020-01-03 01:00:00,41.8,3.5,153.0
2020-01-03 01:15:00,41.8,3.5,153.0
2020-01-03 01:30:00,41.8,3.5,153.0
2020-01-03 01:45:00,41.8,3.5,153.0
2020-01-03 02:00:00,40.7,2.0,163.0
2020-01-03 02:15:00,40.7,2.0,163.0
2020-01-03 02:30:00,40.7,2.0,163.0
2020-01-03 02:45:00,40.7,2.0,163.0
2020-01-03 03:00:00,40.0,1.9,197.0
2020-01-03 03:15:00,40.0,1.9,197.0
2020-01-03 03:30:00,40.0,1.9,197.0
2020-01-03 03:45:00,40.0,1.9,197.0
2020-01-03 04:00:00,38.4,1.8,252.0
2020-01-03 04:15:00,38.4,1.8,252.0
2020-01-03 04:30:00,38.4,1.8,252.0
2020-01-03 04:45:00,38.4,1.8,252.0
2020-01-03 05:00:00,38.4,1.7,341.0
2020-01-03 05:15:00,38.4,1.7,341.0
2020-01-03 05:30:00,38.4,1.7,341.0
2020-01-03 05:45:00,38.4,1.7,341.0
2020-01-03 06:00:00,38.8,1.8,179.0
2020-01-03 06:15:00,38.8,1.8,179.0
2020-01-03 06:30:00,38.8,1.8,179.0
2020-01-03 06:45:00,38.8,1.8,179.0
2020-01-03 07:00:00,37.2,2.6,193.0
2020-01-03 07:15:00,37.2,2.6,193.0
2020-01-03 07:30:00,37.2,2.6,193.0
2020-01-03 07:45:00,37.2,2.6,193.0
2020-01-03 08:00:00,39.8,2.9,219.0
2020-01-03 08:15:00,39.8,2.9,219.0
2020-01-03 08:30:00,39.8,2.9,219.0
2020-01-03 08:45:00,39.8,2.9,219.0
2020-01-03 09:00:00,46.5,1.5,188.0
2020-01-03 09:15:00,46.5,1.5,188.0
2020-01-03 09:30:00,46.5,1.5,188.0
2020-01-03 09:45:00,46.5,1.5,188.0
2020-01-03 10:00:00,51.4,3.0,345.0
2020-01-03 10:15:00,51.4,3.0,345.0
2020-01-03 10:30:00,51.4,3.0,345.0
2020-01-03 10:45:00,51.4,3.0,345.0
2020-01-03 11:00:00,53.5,6.6,36.0
2020-01-03 11:15:00,53.5,6.6,36.0
2020-01-03 11:30:00,53.5,6.6,36.0
2020-01-03 11:45:00,53.5,6.6,36.0
2020-01-03 12:00:00,54.5,6.9,65.0
2020-01-03 12:15:00,54.5,6.9,65.0
2020-01-03 12:30:00,54.5,6.9,65.0
2020-01-03 12:45:00,54.5,6.9,65.0
2020-01-03 13:00:00,55.3,3.6,96.0
2020-01-03 13:15:00,55.3,3.6,96.0
2020-01-03 13:30:00,55.3,3.6,96.0
2020-01-03 13:45:00,55.3,3.6,96.0
2020-01-03 14:00:00,56.4,2.5,110.0
2020-01-03 14:15:00,56.4,2.5,110.0
2020-01-03 14:30:00,56.4,2.5,110.0
2020-01-03 14:45:00,56.4,2.5,110.0
2020-01-03 15:00:00,56.9,2.7,182.0
2020-01-03 15:15:00,56.9,2.7,182.0
2020-01-03 15:30:00,56.9,2.7,182.0
2020-01-03 15:45:00,56.9,2.7,182.0
2020-01-03 16:00:00,54.1,2.3,160.0
2020-01-03 16:15:00,54.1,2.3,160.0
2020-01-03 16:30:00,54.1,2.3,160.0
2020-01-03 16:45:00,54.1,2.3,160.0
2020-01-03 17:00:00,50.4,2.3,80.0
2020-01-03 17:15:00,50.4,2.3,80.0
2020-01-03 17:30:00,50.4,2.3,80.0
2020-01-03 17:45:00,50.4,2.3,80.0
2020-01-03 18:00:00,48.9,3.6,130.0
2020-01-03 18:15:00,48.9,3.6,130.0
2020-01-03 18:30:00,48.9,3.6,130.0
2020-01-03 18:45:00,48.9,3.6,130.0
2020-01-03 19:00:00,46.7,3.2,143.0
2020-01-03 19:15:00,46.7,3.2,143.0
2020-01-03 19:30:00,46.7,3.2,143.0
2020-01-03 19:45:00,46.7,3.2,143.0
2020-01-03 20:00:00,45.4,2.4,191.0
2020-01-03 20:15:00,45.4,2.4,191.0
2020-01-03 20:30:00,45.4,2.4,191.0
2020-01-03 20:45:00,45.4,2.4,191.0
2020-01-03 21:00:00,41.3,1.8,234.0
2020-01-03 21:15:00,41.3,1.8,234.0
2020-01-03 21:30:00,41.3,1.8,234.0
2020-01-03 21:45:00,41.3,1.8,234.0
2020-01-03 22:00:00,40.3,3.4,144.0
2020-01-03 22:15:00,40.3,3.4,144.0
2020-01-03 22:30:00,40.3,3.4,144.0
2020-01-03 22:45:00,40.3,3.4,144.0
2020-01-03 23:00:00,40.4,3.0,192.0
2020-01-03 23:15:00,40.4,3.0,192.0
2020-01-03 23:30:00,40.4,3.0,192.0
2020-01-03 23:45:00,40.4,3.0,192.0
2020-01-04 00:00:00,41.7,3.4,158.0
2020-01-04 00:15:00,41.7,3.4,158.0
2020-01-04 00:30:00,41.7,3.4,158.0
2020-01-04 00:45:00,41.7,3.4,158.0
2020-01-04 01:00:00,43.5,6.2,130.0
2020-01-04 01:15:00,43.5,6.2,130.0
2020-01-04 01:30:00,43.5,6.2,130.0
2020-01-04 01:45:00,43.5,6.2,130.0
2020-01-04 02:00:00,44.9,10.5,118.0
2020-01-04 02:15:00,44.9,10.5,118.0
2020-01-04 02:30:00,44.9,10.5,118.0
2020-01-04 02:45:00,44.9,10.5,118.0
2020-01-04 03:00:00,45.2,10.4,109.0
2020-01-04 03:15:00,45.2,10.4,109.0
2020-01-04 03:30:00,45.2,10.4,109.0
2020-01-04 03:45:00,45.2,10.4,109.0
2020-01-04 04:00:00,45.6,6.4,136.0
2020-01-04 04:15:00,45.6,6.4,136.0
2020-01-04 04:30:00,45.6,6.4,136.0
2020-01-04 04:45:00,45.6,6.4,136.0
2020-01-04 05:00:00,49.0,8.199999999999998,145.0
2020-01-04 05:15:00,49.0,8.199999999999998,145.0
2020-01-04 05:30:00,49.0,8.199999999999998,145.0
2020-01-04 05:45:00,49.0,8.199999999999998,145.0
2020-01-04 06:00:00,46.3,5.8,95.0
2020-01-04 06:15:00,46.3,5.8,95.0
2020-01-04 06:30:00,46.3,5.8,95.0
2020-01-04 06:45:00,46.3,5.8,95.0
2020-01-04 07:00:00,44.4,7.0,278.0
2020-01-04 07:15:00,44.4,7.0,278.0
2020-01-04 07:30:00,44.4,7.0,278.0
2020-01-04 07:45:00,44.4,7.0,278.0
2020-01-04 08:00:00,46.9,6.6,272.0
2020-01-04 08:15:00,46.9,6.6,272.0
2020-01-04 08:30:00,46.9,6.6,272.0
2020-01-04 08:45:00,46.9,6.6,272.0
2020-01-04 09:00:00,48.4,3.9,267.0
2020-01-04 09:15:00,48.4,3.9,267.0
2020-01-04 09:30:00,48.4,3.9,267.0
2020-01-04 09:45:00,48.4,3.9,267.0
2020-01-04 10:00:00,49.2,5.6,293.0
2020-01-04 10:15:00,49.2,5.6,293.0
2020-01-04 10:30:00,49.2,5.6,293.0
2020-01-04 10:45:00,49.2,5.6,293.0
2020-01-04 11:00:00,49.5,4.7,24.0
2020-01-04 11:15:00,49.5,4.7,24.0
2020-01-04 11:30:00,49.5,4.7,24.0
2020-01-04 11:45:00,49.5,4.7,24.0
2020-01-04 12:00:00,52.3,5.6,303.0
2020-01-04 12:15:00,52.3,5.6,303.0
2020-01-04 12:30:00,52.3,5.6,303.0
2020-01-04 12:45:00,52.3,5.6,303.0
2020-01-04 13:00:00,57.1,7.1,9.0
2020-01-04 13:15:00,57.1,7.1,9.0
2020-01-04 13:30:00,57.1,7.1,9.0
2020-01-04 13:45:00,57.1,7.1,9.0
2020-01-04 14:00:00,59.0,7.2,340.0
2020-01-04 14:15:00,59.0,7.2,340.0
2020-01-04 14:30:00,59.0,7.2,340.0
2020-01-04 14:45:00,59.0,7.2,340.0
2020-01-04 15:00:00,59.0,7.599999999999999,4.0
2020-01-04 15:15:00,59.0,7.599999999999999,4.0
2020-01-04 15:30:00,59.0,7.599999999999999,4.0
2020-01-04 15:45:00,59.0,7.599999999999999,4.0
2020-01-04 16:00:00,55.5,4.9,5.0
2020-01-04 16:15:00,55.5,4.9,5.0
2020-01-04 16:30:00,55.5,4.9,5.0
2020-01-04 16:45:00,55.5,4.9,5.0
2020-01-04 17:00:00,50.9,2.3,338.0
2020-01-04 17:15:00,50.9,2.3,338.0
2020-01-04 17:30:00,50.9,2.3,338.0
2020-01-04 17:45:00,50.9,2.3,338.0
2020-01-04 18:00:00,46.9,3.0,233.0
2020-01-04 18:15:00,46.9,3.0,233.0
2020-01-04 18:30:00,46.9,3.0,233.0
2020-01-04 18:45:00,46.9,3.0,233.0
2020-01-04 19:00:00,44.6,4.0,233.0
2020-01-04 19:15:00,44.6,4.0,233.0
2020-01-04 19:30:00,44.6,4.0,233.0
2020-01-04 19:45:00,44.6,4.0,233.0
2020-01-04 20:00:00,43.7,3.5,233.0
2020-01-04 20:15:00,43.7,3.5,233.0
2020-01-04 20:30:00,43.7,3.5,233.0
2020-01-04 20:45:00,43.7,3.5,233.0
2020-01-04 21:00:00,44.4,3.2,233.0
2020-01-04 21:15:00,44.4,3.2,233.0
2020-01-04 21:30:00,44.4,3.2,233.0
2020-01-04 21:45:00,44.4,3.2,233.0
2020-01-04 22:00:00,44.3,2.7,217.0
2020-01-04 22:15:00,44.3,2.7,217.0
2020-01-04 22:30:00,44.3,2.7,217.0
2020-01-04 22:45:00,44.3,2.7,217.0
2020-01-04 23:00:00,45.0,3.0,204.0
2020-01-04 23:15:00,45.0,3.0,204.0
2020-01-04 23:30:00,45.0,3.0,204.0
2020-01-04 23:45:00,45.0,3.0,204.0
2020-01-05 00:00:00,45.6,2.5,227.0
2020-01-05 00:15:00,45.6,2.5,227.0
2020-01-05 00:30:00,45.6,2.5,227.0
2020-01-05 00:45:00,45.6,2.5,227.0
2020-01-05 01:00:00,45.6,3.3,238.0
2020-01-05 01:15:00,45.6,3.3,238.0
2020-01-05 01:30:00,45.6,3.3,238.0
2020-01-05 01:45:00,45.6,3.3,238.0
2020-01-05 02:00:00,45.1,3.3,231.0
2020-01-05 02:15:00,45.1,3.3,231.0
2020-01-05 02:30:00,45.1,3.3,231.0
2020-01-05 02:45:00,45.1,3.3,231.0
2020-01-05 03:00:00,42.5,3.0,57.0
2020-01-05 03:15:00,42.5,3.0,57.0
2020-01-05 03:30:00,42.5,3.0,57.0
2020-01-05 03:45:00,42.5,3.0,57.0
2020-01-05 04:00:00,41.5,3.4,68.0
2020-01-05 04:15:00,41.5,3.4,68.0
2020-01-05 04:30:00,41.5,3.4,68.0
2020-01-05 04:45:00,41.5,3.4,68.0
2020-01-05 05:00:00,38.9,3.4,249.0
2020-01-05 05:15:00,38.9,3.4,249.0
2020-01-05 05:30:00,38.9,3.4,249.0
2020-01-05 05:45:00,38.9,3.4,249.0
2020-01-05 06:00:00,37.1,2.6,226.0
2020-01-05 06:15:00,37.1,2.6,226.0
2020-01-05 06:30:00,37.1,2.6,226.0
2020-01-05 06:45:00,37.1,2.6,226.0
2020-01-05 07:00:00,37.1,2.5,199.0
2020-01-05 07:15:00,37.1,2.5,199.0
2020-01-05 07:30:00,37.1,2.5,199.0
2020-01-05 07:45:00,37.1,2.5,199.0
2020-01-05 08:00:00,42.2,1.9,181.0
2020-01-05 08:15:00,42.2,1.9,181.0
2020-01-05 08:30:00,42.2,1.9,181.0
2020-01-05 08:45:00,42.2,1.9,181.0
2020-01-05 09:00:00,47.7,2.5,91.0
2020-01-05 09:15:00,47.7,2.5,91.0
2020-01-05 09:30:00,47.7,2.5,91.0
2020-01-05 09:45:00,47.7,2.5,91.0
2020-01-05 10:00:00,52.1,2.2,116.0
2020-01-05 10:15:00,52.1,2.2,116.0
2020-01-05 10:30:00,52.1,2.2,116.0
2020-01-05 10:45:00,52.1,2.2,116.0
2020-01-05 11:00:00,54.8,4.3,98.0
2020-01-05 11:15:00,54.8,4.3,98.0
2020-01-05 11:30:00,54.8,4.3,98.0
2020-01-05 11:45:00,54.8,4.3,98.0
2020-01-05 12:00:00,54.5,5.9,91.0
2020-01-05 12:15:00,54.5,5.9,91.0
2020-01-05 12:30:00,54.5,5.9,91.0
2020-01-05 12:45:00,54.5,5.9,91.0
2020-01-05 13:00:00,56.6,7.2,47.0
2020-01-05 13:15:00,56.6,7.2,47.0
2020-01-05 13:30:00,56.6,7.2,47.0
2020-01-05 13:45:00,56.6,7.2,47.0
2020-01-05 14:00:00,57.4,6.3,42.0
2020-01-05 14:15:00,57.4,6.3,42.0
2020-01-05 14:30:00,57.4,6.3,42.0
2020-01-05 14:45:00,57.4,6.3,42.0
2020-01-05 15:00:00,59.9,3.5,39.0
2020-01-05 15:15:00,59.9,3.5,39.0
2020-01-05 15:30:00,59.9,3.5,39.0
2020-01-05 15:45:00,59.9,3.5,39.0
2020-01-05 16:00:00,55.4,2.5,343.0
2020-01-05 16:15:00,55.4,2.5,343.0
2020-01-05 16:30:00,55.4,2.5,343.0
2020-01-05 16:45:00,55.4,2.5,343.0
2020-01-05 17:00:00,49.4,3.0,289.0
2020-01-05 17:15:00,49.4,3.0,289.0
2020-01-05 17:30:00,49.4,3.0,289.0
2020-01-05 17:45:00,49.4,3.0,289.0
2020-01-05 18:00:00,45.4,3.9,287.0
2020-01-05 18:15:00,45.4,3.9,287.0
2020-01-05 18:30:00,45.4,3.9,287.0
2020-01-05 18:45:00,45.4,3.9,287.0
2020-01-05 19:00:00,43.7,3.5,305.0
2020-01-05 19:15:00,43.7,3.5,305.0
2020-01-05 19:30:00,43.7,3.5,305.0
2020-01-05 19:45:00,43.7,3.5,305.0
2020-01-05 20:00:00,42.4,3.3,275.0
2020-01-05 20:15:00,42.4,3.3,275.0
2020-01-05 20:30:00,42.4,3.3,275.0
2020-01-05 20:45:00,42.4,3.3,275.0
2020-01-05 21:00:00,41.9,4.1,278.0
2020-01-05 21:15:00,41.9,4.1,278.0
2020-01-05 21:30:00,41.9,4.1,278.0
2020-01-05 21:45:00,41.9,4.1,278.0
2020-01-05 22:00:00,42.5,3.5,317.0
2020-01-05 22:15:00,42.5,3.5,317.0
2020-01-05 22:30:00,42.5,3.5,317.0
2020-01-05 22:45:00,42.5,3.5,317.0
2020-01-05 23:00:00,41.7,2.0,194.0
2020-01-05 23:15:00,41.7,2.0,194.0
2020-01-05 23:30:00,41.7,2.0,194.0
2020-01-05 23:45:00,41.7,2.0,194.0
2020-01-06 00:00:00,40.8,2.9,253.0
2020-01-06 00:15:00,40.8,2.9,253.0
2020-01-06 00:30:00,40.8,2.9,253.0
2020-01-06 00:45:00,40.8,2.9,253.0
2020-01-06 01:00:00,43.8,4.9,280.0
2020-01-06 01:15:00,43.8,4.9,280.0
2020-01-06 01:30:00,43.8,4.9,280.0
2020-01-06 01:45:00,43.8,4.9,280.0
2020-01-06 02:00:00,43.8,5.1,307.0
2020-01-06 02:15:00,43.8,5.1,307.0
2020-01-06 02:30:00,43.8,5.1,307.0
2020-01-06 02:45:00,43.8,5.1,307.0
2020-01-06 03:00:00,42.0,4.4,279.0
2020-01-06 03:15:00,42.0,4.4,279.0
2020-01-06 03:30:00,42.0,4.4,279.0
2020-01-06 03:45:00,42.0,4.4,279.0
2020-01-06 04:00:00,43.5,5.1,301.0
2020-01-06 04:15:00,43.5,5.1,301.0
2020-01-06 04:30:00,43.5,5.1,301.0
2020-01-06 04:45:00,43.5,5.1,301.0
2020-01-06 05:00:00,39.4,3.5,252.0
2020-01-06 05:15:00,39.4,3.5,252.0
2020-01-06 05:30:00,39.4,3.5,252.0
2020-01-06 05:45:00,39.4,3.5,252.0
2020-01-06 06:00:00,37.0,2.7,256.0
2020-01-06 06:15:00,37.0,2.7,256.0
2020-01-06 06:30:00,37.0,2.7,256.0
2020-01-06 06:45:00,37.0,2.7,256.0
2020-01-06 07:00:00,37.7,4.2,264.0
2020-01-06 07:15:00,37.7,4.2,264.0
2020-01-06 07:30:00,37.7,4.2,264.0
2020-01-06 07:45:00,37.7,4.2,264.0
2020-01-06 08:00:00,44.0,3.2,307.0
2020-01-06 08:15:00,44.0,3.2,307.0
2020-01-06 08:30:00,44.0,3.2,307.0
2020-01-06 08:45:00,44.0,3.2,307.0
2020-01-06 09:00:00,50.8,4.1,346.0
2020-01-06 09:15:00,50.8,4.1,346.0
2020-01-06 09:30:00,50.8,4.1,346.0
2020-01-06 09:45:00,50.8,4.1,346.0
2020-01-06 10:00:00,53.7,4.7,329.0
2020-01-06 10:15:00,53.7,4.7,329.0
2020-01-06 10:30:00,53.7,4.7,329.0
2020-01-06 10:45:00,53.7,4.7,329.0
2020-01-06 11:00:00,56.8,2.5,229.0
2020-01-06 11:15:00,56.8,2.5,229.0
2020-01-06 11:30:00,56.8,2.5,229.0
2020-01-06 11:45:00,56.8,2.5,229.0
2020-01-06 12:00:00,57.8,4.4,85.0
2020-01-06 12:15:00,57.8,4.4,85.0
2020-01-06 12:30:00,57.8,4.4,85.0
2020-01-06 12:45:00,57.8,4.4,85.0
2020-01-06 13:00:00,57.0,4.5,100.0
2020-01-06 13:15:00,57.0,4.5,100.0
2020-01-06 13:30:00,57.0,4.5,100.0
2020-01-06 13:45:00,57.0,4.5,100.0
2020-01-06 14:00:00,56.8,4.8,122.0
2020-01-06 14:15:00,56.8,4.8,122.0
2020-01-06 14:30:00,56.8,4.8,122.0
2020-01-06 14:45:00,56.8,4.8,122.0
2020-01-06 15:00:00,56.1,4.9,124.0
2020-01-06 15:15:00,56.1,4.9,124.0
2020-01-06 15:30:00,56.1,4.9,124.0
2020-01-06 15:45:00,56.1,4.9,124.0
2020-01-06 16:00:00,52.7,5.2,132.0
2020-01-06 16:15:00,52.7,5.2,132.0
2020-01-06 16:30:00,52.7,5.2,132.0
2020-01-06 16:45:00,52.7,5.2,132.0
2020-01-06 17:00:00,48.0,3.8,130.0
2020-01-06 17:15:00,48.0,3.8,130.0
2020-01-06 17:30:00,48.0,3.8,130.0
2020-01-06 17:45:00,48.0,3.8,130.0
2020-01-06 18:00:00,45.4,2.8,169.0
2020-01-06 18:15:00,45.4,2.8,169.0
2020-01-06 18:30:00,45.4,2.8,169.0
2020-01-06 18:45:00,45.4,2.8,169.0
2020-01-06 19:00:00,43.3,2.8,235.0
